Certainty.to.vote.in.general.election.10.is.certain,GEVote,DidyouvoteGE2015,Past.vote,Eurefvote,Certainty.to.vote.in.EU.referendum.10.is.certain,Gender,Age,Region,Ethnicity,Education,Housing,mosaic_2014_groups,parliamentary_constituency,local_authority
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,46,West.Midlands,Asian/Asian.British,Level.4,Owned.with.a.mortgage.or.loan,B,S14000047,S12000044
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Male,60,East.Midlands,White,Other,Owned.outright.by.household,B,E14000714,E07000141
10,Conservative,Yes.I.voted,Labour,"","",Male,Prefer.not.to.say,London,White,Level.3,Being.bought.on.a.mortgage,N,E14000654,E09000008
"",Conservative,Yes.I.voted,UKIP,Leave,10,Male,58,Wales,White,Level.1,Owned.outright.by.household,C,W07000041,W06000001
10,Labour,Yes.I.voted,Labour,Remain,"",Female,39,London,Asian/Asian.British,Level.4,Being.bought.on.a.mortgage,G,E14000788,E09000006
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,54,Scotland,White,Level.4,Rented.from.council/local.authority,K,S14000046,S12000020
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,57,Scotland,White,0,Owned.with.a.mortgage.or.loan,M,S14000045,S12000019
"",Labour,Yes.I.voted,Labour,Remain,10,Female,59,Scotland,White,Level.1,Prefer.not.to.say,M,S14000052,S12000038
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,70,Scotland,White,Other,Rented.from.Housing.Association,L,S14000048,S12000021
9,Labour,Yes.I.voted,Labour,Remain,"",Male,59,West.Midlands,White,Level.4,Being.bought.on.a.mortgage,F,E14000973,E06000021
10,Conservative,Yes.I.voted,Conservative,"","",Male,Prefer.not.to.say,South.West,White,Level.4,Owned.outright.by.household,B,E14000635,E06000054
10,Liberal.Democrat,Yes.I.voted,Labour,Remain,10,Male,42,North.West,White,Level.4,Owned.with.a.mortgage.or.loan,J,E14001005,E09000027
10,Labour,Yes.I.voted,Labour,Leave,"",Male,31,London,Asian/Asian.British,Level.4,Owned.outright.by.household,N,E14000591,E09000005
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,50,Scotland,White,Level.2,Owned.outright.by.household,F,S14000020,S12000010
10,Dont.know,Yes.I.voted,Liberal.Democrat,Remain,10,Male,37,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,H,E14000715,E07000109
"",Would.not.vote,Yes.I.voted,Conservative,Leave,10,Female,64,Wales,White,Level.2,Owned.outright.by.household,F,W07000080,W06000015
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,64,Wales,White,Level.2,Owned.outright.by.household,M,W07000072,W06000019
"",Green.Party,No.I.chose.not.to.vote,"",Remain,5,Female,22,Wales,Mixed,Level.1,Prefer.not.to.say,M,W07000069,W06000012
"",Dont.know,Yes.I.voted,Liberal.Democrat,Remain,10,Female,55,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,B,S14000058,S12000034
"",Dont.know,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,48,Scotland,White,Other,Rented.from.council/local.authority,I,S14000046,S12000020
10,UKIP,Yes.I.voted,UKIP,"","",Female,48,South.West,White,Other,Rented.from.private.landlord,E,E14000837,E06000052
10,Labour,Yes.I.voted,Labour,Remain,"",Male,56,South.East,White,Level.4,Owned.outright.by.household,G,E14001047,E07000217
1,Labour,Yes.I.voted,Labour,Dont.know,10,Female,67,North.West,White,Other,Being.bought.on.a.mortgage,F,E14000572,E06000009
10,Labour,Yes.I.voted,Labour,Leave,Dont.know,Female,35,West.Midlands,Black/Black.British,Level.4,Rented.from.Local.Authority,J,E14001049,E08000031
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,58,Scotland,White,Level.3,Being.bought.on.a.mortgage,F,S14000010,S12000028
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,71,South.East,White,0,Owned.outright.by.household,E,E14000700,E07000113
10,Labour,Yes.I.voted,Labour,Remain,10,Female,23,North.East,White,Level.3,Rented.from.Local.Authority,J,E14000641,E06000047
1,Dont.know,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Dont.know,1,Female,61,South.West,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,J,E14001039,E08000010
8,UKIP,Yes.I.voted,UKIP,Remain,Dont.know,Male,70,Yorkshire.and.The.Humber,White,Level.1.or.2,Being.bought.on.a.mortgage,L,E14000826,E08000035
"",UKIP,Yes.I.voted,UKIP,Leave,10,Female,29,Wales,White,Level.4,Shared.ownership.part.owned.and.part.rented,G,W07000078,W06000014
10,Conservative,Yes.I.voted,Conservative,Remain,7,Female,61,West.Midlands,Asian/Asian.British,Level.2,Owned.with.a.mortgage.or.loan,K,S14000015,S12000042
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,68,Wales,White,Level.4,Owned.with.a.mortgage.or.loan,F,W07000074,W06000013
"",Conservative,Yes.I.voted,Conservative,Leave,10,Male,73,Wales,White,Apprenticeship,Owned.outright.by.household,C,W07000060,W06000004
"",Conservative,Yes.I.voted,Conservative,Leave,10,Male,75,Wales,White,Level.1,Owned.outright.by.household,G,W07000059,W06000003
10,Conservative,Yes.I.voted,Conservative,Remain,"",Male,59,East.Midlands,White,Other,Owned.outright.by.household,C,E14000940,E07000131
10,Conservative,Yes.I.voted,Conservative,"","",Female,63,South.West,White,Other,Being.bought.on.a.mortgage,F,E14000947,E06000030
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,33,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,F,E14000888,E07000066
10,Green.Party,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Male,68,Yorkshire.and.The.Humber,White,Other,Owned.with.a.mortgage.or.loan,M,E14000826,E08000035
10,Conservative,Yes.I.voted,Conservative,"","",Female,31,South.West,White,Level.4,Rented.from.private.landlord,J,E14000712,E07000081
"",Other.party,Yes.I.voted,Other.party,Dont.know,Dont.know,Prefer.not.to.say,62,Wales,Prefer.not.to.say,0,Prefer.not.to.say,M,W07000076,W06000018
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,77,North.West,White,No.qualifications,Owned.outright.by.household,F,E14000612,E08000002
"",Labour,Yes.I.voted,Labour,Remain,10,Female,54,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,I,W07000071,W06000024
"",Other.party,No.I.chose.not.to.vote,"",Remain,10,Male,79,Wales,White,Level.2,Owned.outright.by.household,C,W07000065,W06000009
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,25,South.East,White,Level.2,Owned.outright.by.household,H,E14000785,E08000010
"",Labour,Yes.I.voted,Labour,Remain,10,Female,61,Scotland,White,No.qualifications,Owned.outright.by.household,C,S14000039,S12000017
"",Labour,Yes.I.voted,Labour,Remain,10,Male,46,Wales,White,Level.3,Owned.with.a.mortgage.or.loan,B,W07000043,W06000005
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,65,Scotland,White,Level.1,Owned.outright.by.household,M,S14000054,S12000024
10,Conservative,Yes.I.voted,Conservative,Remain,"",Female,35,East.Midlands,White,Level.3,Being.bought.on.a.mortgage,H,E14000940,E07000129
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,60,South.East,White,Level.2,Owned.outright.by.household,N,E14000633,E07000225
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,64,East.Midlands,White,Level.1,Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency,C,E14000573,E06000009
"",Labour,Yes.I.voted,Labour,Remain,10,Male,67,Wales,White,No.qualifications,Owned.with.a.mortgage.or.loan,M,W07000074,W06000013
"",Conservative,Yes.I.voted,Conservative,Remain,10,Female,40,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,D,W07000067,W06000010
10,Conservative,Yes.I.voted,Conservative,Leave,"",Female,71,South.East,White,No.formal.qualifications,Being.bought.on.a.mortgage,E,E14000680,E07000085
10,Labour,Yes.I.voted,Labour,Leave,"",Male,45,Yorkshire.and.The.Humber,White,Level.3,Rented.from.Housing.Association,J,E14000643,E06000012
9,Conservative,Yes.I.voted,Labour,Leave,10,Male,28,Wales,Asian/Asian.British,Level.1,Owned.with.a.mortgage.or.loan,N,W07000079,W06000015
"",UKIP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,38,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,G,S14000047,S12000044
1,None.-.wont.vote,No.I.chose.not.to.vote,0,Would.not.vote,1,Male,44,West.Midlands,White,Level.2,Social.housing.rented.other.than.from.council/local.authority,I,E14000818,E07000238
10,Conservative,Yes.I.voted,Conservative,Leave,10,Prefer.not.to.say,37,Wales,Prefer.not.to.say,0,Prefer.not.to.say,H,W07000078,W06000014
"",Labour,Yes.I.voted,Labour,Remain,10,Female,69,Scotland,White,0,Owned.with.a.mortgage.or.loan,D,S14000006,S12000028
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,45,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,G,S14000019,S12000029
10,UKIP,Yes.I.voted,Conservative,Leave,"",Female,60,West.Midlands,White,Level.1.or.2,Being.bought.on.a.mortgage,B,E14000931,E08000029
1,None.-.wont.vote,Yes.I.voted,UKIP,Leave,1,Male,64,South.West,White,Level.1.or.2,Rented.from.Housing.Association,M,E14000879,E06000026
"",Labour,Yes.I.voted,Labour,Dont.know,7,Male,36,Scotland,White,Level.1,Owned.outright.by.household,H,S14000003,S12000044
"",Liberal.Democrat,Yes.I.voted,Scottish.National.Party.SNP,Leave,8,Male,46,Scotland,White,Level.2,Rented.from.council/local.authority,I,S14000039,S12000017
7,Labour,No.I.chose.not.to.vote,0,"","",Female,32,East.of.England,White,Level.3,Rented.from.private.landlord,J,E14000729,E07000072
10,Conservative,Yes.I.voted,Conservative,"","",Male,65,West.Midlands,White,Level.1.or.2,Owned.outright.by.household,N,E14001052,E07000237
10,Labour,Yes.I.voted,Labour,Remain,10,Female,47,West.Midlands,White,Level.4,Being.bought.on.a.mortgage,J,E14000565,E08000025
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,30,London,White,Level.2,Owned.with.a.mortgage.or.loan,A,E14000978,E09000022
"",UKIP,Yes.I.voted,UKIP,Dont.know,1,Male,64,Scotland,White,Other,Owned.outright.by.household,K,S14000013,S12000006
"",Conservative,Yes.I.voted,Conservative,Leave,10,Male,77,Scotland,White,Apprenticeship,Prefer.not.to.say,A,S14000044,S12000040
"",Dont.know,No.I.was.ineligible.to.vote.in.that.General.Election,"",Remain,10,Female,49,London,White,Other,Rented.from.a.private.landlord.or.letting.agency,O,E14001007,E09000017
"",Conservative,Yes.I.voted,Conservative,Remain,8,Male,81,Scotland,White,Apprenticeship,Owned.outright.by.household,L,S14000024,S12000036
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,95,North.West,White,Level.1,Owned.outright.by.household,J,E14000848,E07000147
"",Labour,Yes.I.voted,Labour,Leave,10,Female,56,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,D,W07000060,W06000004
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,53,Wales,White,Level.2,Prefer.not.to.say,D,W07000058,W06000003
"",Labour,Yes.I.voted,Labour,Remain,10,Male,45,London,Black./.African./.Caribbean./.Black.British,Apprenticeship,Owned.with.a.mortgage.or.loan,G,E14000621,E09000029
"",Would.not.vote,Yes.I.voted,Conservative,Leave,7,Male,56,Wales,White,Level.3,Owned.with.a.mortgage.or.loan,H,W07000059,W06000003
10,Labour,Yes.I.voted,Labour,Remain,10,Male,55,South.East,Mixed,Level.1,Owned.with.a.mortgage.or.loan,D,E14000692,E09000010
7,Conservative,No.I.chose.not.to.vote,"",Remain,8,Female,31,North.East,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,H,S14000024,S12000036
1,Dont.know,No.I.chose.not.to.vote,"",Leave,3,Male,61,North.West,White,Other,Rented.from.council/local.authority,B,E14000739,E07000096
10,Dont.know,Yes.I.voted,Liberal.Democrat,Dont.know,8,Male,54,South.East,White,Other,Owned.outright.by.household,F,E14000839,E07000049
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,Prefer.not.to.say,London,White,Level.4,Owned.outright.by.household,A,N06000014,N09000001
"",Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,25,Scotland,White,Level.1,Living.rent.free,H,S14000057,S12000030
1,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,10,Male,39,West.Midlands,White,Level.1,Owned.with.a.mortgage.or.loan,H,S14000048,S12000021
10,Conservative,Yes.I.voted,UKIP,Leave,10,Male,38,North.West,White,Level.4,Owned.outright.by.household,D,E14000976,E08000027
"",Labour,Yes.I.voted,Labour,Remain,10,Female,59,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,D,S14000006,S12000028
1,Conservative,Yes.I.voted,Conservative,Remain,1,Male,44,London,White,Level.4,Being.bought.on.a.mortgage,A,E14000998,E09000032
10,Labour,No.I.wanted.to.vote.but.was.unable.to.do.so,0,Remain,10,Male,30,Yorkshire.and.The.Humber,White,Level.4,Being.bought.on.a.mortgage,J,E14000689,E08000035
"",Liberal.Democrat,Yes.I.voted,UKIP,Leave,0,Male,65,Wales,White,Level.3,Owned.with.a.mortgage.or.loan,G,W07000079,W06000015
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,49,South.East,White,Level.4,Rented.from.Housing.Association,I,E14000545,E07000084
"",Dont.know,Cant.remember,"",Dont.know,7,Prefer.not.to.say,41,London,Prefer.not.to.say,0,Prefer.not.to.say,N,E14000679,E09000025
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,63,North.West,White,Level.4,Owned.with.a.mortgage.or.loan,B,E14000666,E08000034
"",Labour,Yes.I.voted,Labour,Leave,10,Male,61,Scotland,White,Level.1,Owned.outright.by.household,F,S14000030,S12000046
10,UKIP,Yes.I.voted,Labour,Leave,10,Male,60,North.East,White,Level.1,Rented.from.council/local.authority,K,E14000840,E06000047
"",Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,37,London,"",Level.1,"",O,E14000619,E07000106
10,Dont.know,Yes.I.voted,UKIP,Leave,10,Female,43,East.Midlands,White,Other,Rented.from.Housing.Association,D,E14000582,E07000136
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Female,30,Yorkshire.and.The.Humber,White,Level.4,Being.bought.on.a.mortgage,H,E14000925,E08000032
"",Conservative,Yes.I.voted,Conservative,Dont.know,5,Female,33,Wales,White,Level.4,Owned.with.a.mortgage.or.loan,F,W07000068,W06000023
10,Dont.know,Yes.I.voted,Labour,Remain,10,Male,53,South.West,White,Level.2,Owned.outright.by.household,M,E14000569,E06000047
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,33,London,White,Level.1,Owned.with.a.mortgage.or.loan,O,E14000636,E09000003
10,Conservative,Yes.I.voted,Liberal.Democrat,Leave,10,Male,40,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,D,S14000009,S12000017
10,Labour,Yes.I.voted,Labour,Remain,"",Male,65,London,White,Level.4,Being.bought.on.a.mortgage,G,E14000691,E09000010
0,None.-.wont.vote,No.I.was.ineligible.to.vote.in.that.General.Election,"",Leave,0,Female,64,East.Midlands,White,Level.4,Rented.from.a.private.landlord.or.letting.agency,E,E14000583,E07000132
"",Labour,Yes.I.voted,Labour,Remain,5,Female,44,Wales,White,Level.3,Owned.with.a.mortgage.or.loan,F,W07000041,W06000001
10,Dont.know,Yes.I.voted,Labour,Dont.know,"",Male,44,North.West,White,Level.1.or.2,Being.bought.on.a.mortgage,F,E14000805,E08000010
"",Labour,Yes.I.voted,Dont.remember,Remain,6,Female,43,Scotland,White,0,Owned.with.a.mortgage.or.loan,K,S14000001,S12000033
10,Conservative,Yes.I.voted,Conservative,"","",Male,67,South.East,White,Level.3,Owned.outright.by.household,F,E14000633,E07000225
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,55,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,K,S14000048,S12000021
1,Labour,Yes.I.voted,Labour,Leave,1,Male,60,Yorkshire.and.The.Humber,White,Level.1,Owned.outright.by.household,K,E14000904,E08000018
10,UKIP,Yes.I.voted,UKIP,Remain,10,Male,59,Yorkshire.and.The.Humber,White,Level.3,Rented.from.private.landlord,K,E14000643,E06000012
10,UKIP,Yes.I.voted,Conservative,Leave,10,Male,28,North.West,White,Level.4,Owned.outright.by.household,J,E14000787,E09000023
10,Labour,Yes.I.voted,Labour,Remain,10,Female,36,Yorkshire.and.The.Humber,White,Level.1,Owned.outright.by.household,J,E14000853,E08000022
"",Dont.know,Cant.remember,"",Remain,5,Female,43,London,Other.Ethnic.Group,Other,Rented.from.a.private.landlord.or.letting.agency,N,E14000655,E09000008
"",Dont.know,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,Dont.know,Male,43,Scotland,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,H,S14000003,S12000044
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,Prefer.not.to.say,East.Midlands,White,Level.3,Owned.outright.by.household,I,E14000953,E07000216
10,Labour,Yes.I.voted,Labour,Remain,7,Female,61,South.East,White,Level.4,Owned.outright.by.household,F,E14000983,E07000214
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Labour,Leave,10,Male,33,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,D,W07000060,W06000004
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,Prefer.not.to.say,Yorkshire.and.The.Humber,White,Level.4,Owned.with.a.mortgage.or.loan,B,E14000552,E06000055
"",Labour,Yes.I.voted,Conservative,Leave,10,Female,51,Scotland,Prefer.not.to.say,0,Prefer.not.to.say,D,S14000042,S12000029
5,UKIP,No.I.wanted.to.vote.but.was.unable.to.do.so,0,Leave,"",Male,25,Yorkshire.and.The.Humber,White,Level.1.or.2,Owned.outright.by.household,H,E14000920,E08000019
8,Labour,Yes.I.voted,Labour,"","",Male,29,North.West,White,Other,Rented.from.private.landlord,J,E14000647,E07000029
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,Prefer.not.to.say,South.East,White,Level.2,Owned.outright.by.household,O,E14000939,E07000140
"",Liberal.Democrat,No.I.chose.not.to.vote,"",Leave,10,Female,64,Scotland,White,0,Owned.outright.by.household,C,S14000045,S12000019
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,49,West.Midlands,White,Level.4,Owned.with.a.mortgage.or.loan,D,E14000767,E07000221
"",UKIP,Yes.I.voted,Conservative,Leave,10,Male,36,London,Asian./.Asian.British:.Bangladeshi,Level.4,Owned.outright.by.household,K,E14000679,E09000025
10,Labour,Yes.I.voted,Labour,Leave,10,Male,29,South.East,White,Level.3,Rented.from.a.private.landlord.or.letting.agency,O,E14000681,E07000211
"",Plaid.Cymru.-.the.Welsh.Nationalists,No.I.chose.not.to.vote,"",Dont.know,Dont.know,Female,61,Wales,White,Level.1,Owned.outright.by.household,L,W07000041,W06000001
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Male,Prefer.not.to.say,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,F,E14000683,E06000011
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,27,Yorkshire.and.The.Humber,White,Level.2,Owned.with.a.mortgage.or.loan,H,E14000594,E07000068
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,68,East.of.England,White,Level.4,Owned.outright.by.household,E,E14001022,E07000206
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,68,South.East,White,Dont.know,Owned.outright.by.household,E,E14000530,E07000092
10,Dont.know,Yes.I.voted,Dont.remember,Leave,10,Male,66,East.of.England,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,D,E14000813,E06000056
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,51,South.East,White,Level.3,Rented.from.Housing.Association,N,E14000956,E06000045
5,Labour,No.I.was.ineligible.to.vote.in.that.General.Election,0,Dont.know,"",Female,44,North.West,Asian/Asian.British,Dont.know,Prefer.not.to.say,N,E14000897,E08000005
10,Labour,Yes.I.voted,Labour,Leave,10,Male,78,East.Midlands,White,Level.2,Owned.with.a.mortgage.or.loan,E,E14000607,E07000172
9,Dont.know,Yes.I.voted,Conservative,Leave,10,Female,46,Scotland,White,Level.1,Rented.from.council/local.authority,K,S14000048,S12000021
10,Labour,Yes.I.voted,Labour,Remain,10,Female,65,North.West,White,Level.4,Owned.outright.by.household,G,E14000688,E06000050
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,70,Scotland,White,Level.1,Owned.outright.by.household,E,S14000010,S12000021
"",Labour,Yes.I.voted,Labour,Remain,10,Male,65,Wales,White,Level.4,Owned.outright.by.household,F,W07000052,W06000016
